Production tag;JIRA tickets;Anchor productions;Anchor pass;Collision system;Energy;Run list;Comment;Requester;PWG;PAG;Production status;Requested events;Generated events;Output size;Run time;Saving time;First seen;Last seen
PDC 08/LHC08b1;;;;;10000.0;300000, 300001, 300006;First physics pp, Pythia6, 5kG;;;;;;;;;;;
LHC21i3;;;pass2;p-p;900.0;300100, 300101, 300102, 300103, 300104, 300105, 300106, 300107, 300108, 300109;- Run3 test pilot beam, 02-xxx;;;;;;;;;;;
LHC21i1;;;pass2;Pb-Pb;5020.0;300100;- Automatic test for O2 commisioning Run3, 02-xxx;;;;;;;;;;;
LHC21h3;;;pass2;Pb-Pb;5020.0;300100;- multi-charm studies in ALICE3, 02-2504;;;;;;;;;;;
LHC21h2;ALIROOT-8731;LHC17r;pass2;p-p;13000.0;282504, 282528, 282544, 282545, 282546, 282573, 282575, 282579, 282580, 282606, 282607, 282608, 282609, 282618, 282620, 282622, 282629, 282651, 282653, 282666, 282667, 282668, 282670, 282671, 282673, 282676, 282677, 282700, 282702, 282703, 282704;- General-purpose Monte Carlo anchored to LHC17r pass2;;Common production;;;;;;;;;
LHC21h1;ALIROOT-8730;LHC17l;pass2;p-p;13000.0;277897, 277898, 277899, 277900, 277901, 277903, 277904, 277907, 277930, 277952, 277987, 277988, 277989, 277991, 277996, 278121, 278122, 278123, 278126, 278127, 278130, 278158, 278163, 278164, 278165, 278166, 278167, 278189, 278191, 278215, 278216;- General-purpose Monte Carlo anchored to LHC17l pass2;;Common production;;;;;;;;;
LHC21g5;ALIROOT-8727;LHC16f;pass2;p-p;13000.0;253660, 253680, 253681, 253682, 253748, 253751, 253753, 253755, 253756, 253757, 253813, 253819, 253820, 253825, 253826, 253832, 253834, 253951, 253956, 253957, 253958, 253961, 253978;- General-purpose Monte Carlo anchored to LHC16f (low and nominal B) pass2;;Common production;;;;;;;;;
LHC21g4;ALIROOT-8723;LHC17g;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC17g;;;no PAG to select;;18902184;;;;;;
LHC21g3;ALIROOT-8721;LHC17g;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC17g;;;no PAG to select;;29683088;;;;;;
LHC21g2;ALIROOT-8712;LHC17i;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC17i;;;no PAG to select;;16920014;;;;;;
LHC21g1;ALIROOT-8711;LHC17h;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC17h;;;no PAG to select;;42878253;;;;;;
LHC21e7;ALIROOT-8703;LHC16k;pass3;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass3 LHC16k;;;no PAG to select;;46816324;;;;;;
LHC21e6;ALIROOT-8702;, LHC16h;pass1;p-p;13000.0;;-, J/psi and in pp, (2016, 2017 and 2018 data);;PWGDQ;;;200000000;;;;;;
LHC21e5;ALIROOT-8699;LHC16l;pass3;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass3 LHC16l;;;no PAG to select;;12100046;;;;;;
LHC21e2_test3;ALIROOT-8695;LHC16p;pass2;p-p;13000.0;264076;- General-purpose Monte Carlo anchored to pass2 LHC16p, pileup, no embedding;;Common production;;;;;;;;;
LHC21e2_test2;ALIROOT-8695;LHC16p, LHC16n, LHC16o;pass2;p-p;13000.0;264076;- General-purpose Monte Carlo anchored to pass2 LHC16p, no pileup;;Common production;;;;;;;;;
LHC21e2_test1;ALIROOT-8695;LHC16p;pass2;p-p;13000.0;264076;- General-purpose Monte Carlo anchored to pass2 LHC16p, store BKG along ESDs;;Common production;;;;;;;;;
LHC21e2;ALIROOT-8695;LHC16p;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC16p;;;no PAG to select;;5920987;;;;;;
LHC21e1_test3;ALIROOT-8694;LHC16o, LHC16n, LHC16o;pass2;p-p;13000.0;262490;- General-purpose Monte Carlo anchored to pass2 LHC16o, no pileup, no embedding;;Common production;;;;;;;;;
LHC21e1_test2;ALIROOT-8694;LHC16o, LHC16n, LHC16o;pass2;p-p;13000.0;262490;- General-purpose Monte Carlo anchored to pass2 LHC16o, no pileup;;Common production;;;;;;;;;
LHC21e1_test1;ALIROOT-8694;LHC16o;pass2;p-p;13000.0;262490;- General-purpose Monte Carlo anchored to pass2 LHC16o, store BKG along ESDs;;Common production;;;;;;;;;
LHC21e1;ALIROOT-8694;LHC16o;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC16o;;;no PAG to select;;15185590;;;;;;
LHC21d9l;;;pass3;Pb-Pb;;300100, 300101;DelphesO2 Simulation + AOD, Pb-Pb MB, Dipole v1, development, O2-2572;;;;;;;;;;;
LHC21d8;ALIROOT-8687;LHC16j;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC16j;;;no PAG to select;;19705014;;;;;;
LHC21d5;ALIROOT-8682;LHC16h;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to pass2 LHC16h;;;no PAG to select;;23367277;;;;;;
LHC21d4;ALIROOT-8681;LHC16e;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC16e, 16g, 16i;;;no PAG to select;;34396894;;;;;;
LHC21d3;ALIROOT-8680;LHC18g;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to 18g, 18h, 18i, 18j, 18k and 18n pass2;;;no PAG to select;;21377999;;;;;;
LHC21c8;ALIROOT-8662;LHC18e;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18e pass2;;;no PAG to select;;14845553;;;;;;
LHC21c7;ALIROOT-8661;LHC18d;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18d pass2;;;no PAG to select;;11572667;;;;;;
LHC21c6;ALIROOT-8660;LHC18b;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18b pass2;;;no PAG to select;;51715956;;;;;;
LHC21c5;;LHC18l;pass2;p-p;13000.0;289240;- Simulation dataset with Pythia8 for EMC trigger development, ALIROOT-xxxx;;;;;;;;;;;
LHC21c14e3;ALIROOT-8651;LHC16o;pass1;p-p;13000.0;262450;for secondary nuclei in pp HM collisions anchored to 2016 periods, trigger on nuclei after transport, test for timing;;PWGLF;;;;;;;;;
LHC21c14e2;ALIROOT-8651;LHC16o;pass1;p-p;13000.0;262450;for secondary nuclei in pp HM collisions anchored to 2016 periods, trigger on nuclei after transport, updated AliPhysics;;PWGLF;;;;;;;;;
LHC21c13_fast;ALIROOT-8665;LHC16q;pass1;p-Pb;5020.0;;- AMPT generator-only simulation of p-Pb, anchored to LHC16qt, fast;;PWGCF;;;800000000;;;;;;
LHC21c1;;;pass2;;;300100, 300101;O2 commisioning Run3, 02-xxx;;;;;;;;;;;
LHC21b6_test;;LHC16q;pass2;p-Pb;5020.0;265309;- EPOS with DQ LMee anchored to pass2 of pPb 2016 (LHC16q, t), CENT w/ SDD, ALIROOT-xxx;;;;;;;;;;;
LHC21b5;ALIROOT-8643;LHC18f;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18f pass2;;;no PAG to select;;20791006;;;;;;
LHC21b4;ALIROOT-8642;LHC18o;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18o pass2;;;no PAG to select;;14314945;;;;;;
LHC21b3;ALIROOT-8641;LHC18p;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18p pass2;;;no PAG to select;;21326054;;;;;;
LHC21a6_fast;ALIROOT-8633;LHC18c;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18c pass2, FAST;;;no PAG to select;;73130100;;;;;;
LHC21a6_cent_woSDD;ALIROOT-8633;LHC18c;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18c pass2, CENT w/o SDD;;;no PAG to select;;72382800;;;;;;
LHC21a6_cent;ALIROOT-8633;LHC18c;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18c pass2, CENT wSDD;;;no PAG to select;;72382800;;;;;;
LHC21a5;ALIROOT-8628;LHC18m;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18m pass2;;;no PAG to select;;61059485;;;;;;
LHC21a4b;ALIROOT-8608;LHC18l;pass2;p-p;13000.0;289240, 289241, 289242, 289243, 289247, 289249, 289253, 289254;- General-purpose Monte Carlo anchored to LHC18l pass2, store BKG along ESDs;;Common production;;;;;;;;;
LHC21a4;ALIROOT-8608;LHC18l;pass2;p-p;13000.0;;- General-purpose Monte Carlo anchored to LHC18l pass2;;;no PAG to select;;20497908;;;;;;
LHC21a1b_2_test;ALIROOT-8606;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, C-side, ZDC pedestals updated, v2;;PWGMM;;;;;;;;;
LHC21a1b_1_test;ALIROOT-8606;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, ZDC pedestals updated, v2;;PWGMM;;;;;;;;;
LHC21a1_2_test;ALIROOT-8606;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, C-side, test w/o ZDC pedestals updated;;PWGMM;;;;;;;;;
LHC21a1_1_test;ALIROOT-8606;LHC18r;pass1_emd;Pb-Pb;5020.0;297328, 297331;- RELDIS anchored to LHC18r, EMD runs, test w/o ZDC pedestals updated;;PWGMM;;;;;;;;;
LHC20l2b;ALIROOT-8584;LHC13b, LHC13c;pass5;p-Pb;5020.0;;- HIJING + hypertriton anchored to pass2 of pPb 2013 (, FAST;;PWGLF;;;260949;;;;;;
LHC20i1;;LHC18o;pass1;p-p;13000.0;293368, 293386, 293392, 293413, 293424, 293474, 293475, 293494;test extra validation;;;;;;;;;;;
LHC20g8b4;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to Pass3 18q and 18r periods, 50-90% centrality;;PWGDQ;;;12000000;;;;;;
LHC20g8b3;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to Pass3 18q and 18r periods, 30-50% centrality;;PWGDQ;;;12000000;;;;;;
LHC20g8b2;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to Pass3 18q and 18r periods, 10-30% centrality;;PWGDQ;;;8000000;;;;;;
LHC20g8b1;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + heavy-flavour hadron decays anchored to Pass3 18q and 18r periods, 0-10% centrality;;PWGDQ;;;12000000;;;;;;
LHC20g8a4;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 50-90% centrality;;PWGDQ;;;24000000;;;;;;
LHC20g8a3;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 30-50% centrality;;PWGDQ;;;12000000;;;;;;
LHC20g8a2;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 10-30% centrality;;PWGDQ;;;12000000;;;;;;
LHC20g8a1;ALIROOT-8512;LHC18q;pass3;Pb-Pb;5020.0;;- Hijing + injected light-flavour hadron decays anchored to 18q and 18r periods, 0-10% centrality;;PWGDQ;;;6000000;;;;;;
LHC20g2b;ALIROOT-8503;LHC18q;pass3;Pb-Pb;5020.0;;- HF, 2018 Pb-Pb Pass3 central barrel analyses (D2H), semi-central events;;PWGHF;;;10885823;;;;;;
LHC20g2a;ALIROOT-8503;LHC18q;pass3;Pb-Pb;5020.0;;- HF, 2018 Pb-Pb Pass3 central barrel analyses (D2H), central events;;PWGHF;;;12202770;;;;;;
LHC20f11b_fast;ALIROOT-8487;LHC16r, LHC16s;pass2;p-Pb;900.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16r, s), FAST;;;no PAG to select;;2202359;;;;;;
LHC20f11b_cent_woSDD;ALIROOT-8487;LHC16r, LHC16s;pass2;p-Pb;900.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16r, s), CENT w/o SDD;;;no PAG to select;;9384884;;;;;;
LHC20f11b_cent;ALIROOT-8487;LHC16r, LHC16s;pass2;p-Pb;900.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16r, s), CENT w/ SDD;;;no PAG to select;;9384884;;;;;;
LHC20f11b1_cent;ALIROOT-8487;LHC16q;pass2;p-Pb;5020.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16q, t), CENT w/ SDD;;;no PAG to select;;9384884;;;;;;
LHC20f11a_fast;ALIROOT-8487;LHC16q;pass2;p-Pb;5020.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16q, t), FAST;;;no PAG to select;;76160018;;;;;;
LHC20f11a_cent_woSDD;ALIROOT-8487;LHC16q;pass2;p-Pb;5020.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16q, t), CENT w/o SDD;;;no PAG to select;;76001055;;;;;;
LHC20f11a_cent;ALIROOT-8487;LHC16q;pass2;p-Pb;5020.0;;- EPOS General Purpose anchored to pass2 of pPb 2016 (LHC16q, t), CENT w/ SDD;;;no PAG to select;;76001055;;;;;;
LHC20f11a1_cent;ALIROOT-8487;LHC16q;pass2;p-Pb;5020.0;;- DPMJET General Purpose anchored to pass2 of pPb 2016 (LHC16q, t), CENT w/ SDD;;;no PAG to select;;76001055;;;;;;
LHC20e3a_2;ALIROOT-8462;LHC18q;pass3;Pb-Pb;5020.0;296244, 296246, 296247, 296269;- General-purpose Monte Carlo anchored to pass3 of LHC18q and LHC18r, minimum bias, fix for index;;Common production;;;;;;;;;
LHC20e2d_elastic_up;ALIROOT-8442;, LHC18k;pass1;p-p;13000.0;;- Nuclei Box for GEANT4 interaction studies, retry elastic up, 2018 periods;;PWGLF;;;1000000;;;;;;
LHC20e2d_elastic_low;ALIROOT-8442;, LHC18k;pass1;p-p;13000.0;;- Nuclei Box for GEANT4 interaction studies, retry elastic low, 2018 periods;;PWGLF;;;1000000;;;;;;
LHC20e2c_upper;ALIROOT-8442;, LHC16p;pass2;p-p;13000.0;259888, 264347;- Nuclei Box for GEANT4 interaction studies, upper cross-section, 2016 periods;;PWGLF;;;;;;;;;
LHC20e2c_elastic_up;ALIROOT-8442;, LHC16l;pass2;p-p;13000.0;256941, 256942, 256944, 257011, 257012, 257077, 257080, 257082, 257084, 257086, 257092, 257095, 257100, 257136, 257137, 257138, 257139, 257141, 257144, 257204, 257206, 257209, 257224, 257260, 257318, 257320, 257322, 257330, 257358, 257364, 257433, 257457, 257468, 257474, 257487, 257488, 257490, 257491, 257492, 257530, 257531, 257537, 257539, 257540, 257541, 257560, 257561, 257562, 257566, 257587, 257588, 257590, 257592, 257594, 257595, 257601, 257604, 257605, 257606, 257630, 257632, 257635, 257636, 257642, 257644, 257682, 257684, 257685, 257687, 257688, 257689, 257691, 257692, 257694, 257697, 257724, 257725, 257727, 257733, 257734, 257735, 257737, 257754, 257757, 257765, 257773, 257797, 257798, 257799, 257800, 257803, 257804, 257850, 257851, 257853, 257855, 257936, 257937, 257939, 257957, 257960, 257963, 257979, 257986, 257989, 257992, 258003, 258008, 258012, 258014, 258017, 258019, 258039, 258041, 258042, 258045, 258049, 258053, 258059, 258060, 258062, 258063, 258107, 258108, 258109, 258113, 258114, 258117, 258178, 258197, 258198, 258202, 258203, 258204, 258256, 258257, 258258, 258270, 258271, 258273, 258274, 258278, 258299, 258301, 258302, 258303, 258306, 258307, 258332, 258336, 258359, 258387, 258391, 258393, 258426, 258452, 258454, 258456, 258477, 258499, 258537, 258962, 258964, 259088, 259090, 259091, 259096, 259099, 259117, 259118, 259162, 259164, 259204, 259257, 259261, 259263, 259264, 259269, 259270, 259271, 259272, 259273, 259274, 259302, 259303, 259305, 259307, 259334, 259336, 259339, 259340, 259341, 259342, 259378, 259382, 259388, 259389, 259394, 259395, 259396, 259473, 259477, 259747, 259748, 259750, 259751, 259752, 259756, 259781, 259788, 259789, 259822, 259841, 259842, 259860, 259866, 259867, 259868, 259888;- Nuclei Box for GEANT4 interaction studies, elastic_up, 2016 periods;;PWGLF;;;;;;;;;
LHC20e2c_elastic_low;ALIROOT-8442;, LHC16l;pass2;p-p;13000.0;256941, 256942, 256944, 257011, 257012, 257077, 257080, 257082, 257084, 257086, 257092, 257095, 257100, 257136, 257137, 257138, 257139, 257141, 257144, 257204, 257206, 257209, 257224, 257260, 257318, 257320, 257322, 257330, 257358, 257364, 257433, 257457, 257468, 257474, 257487, 257488, 257490, 257491, 257492, 257530, 257531, 257537, 257539, 257540, 257541, 257560, 257561, 257562, 257566, 257587, 257588, 257590, 257592, 257594, 257595, 257601, 257604, 257605, 257606, 257630, 257632, 257635, 257636, 257642, 257644, 257682, 257684, 257685, 257687, 257688, 257689, 257691, 257692, 257694, 257697, 257724, 257725, 257727, 257733, 257734, 257735, 257737, 257754, 257757, 257765, 257773, 257797, 257798, 257799, 257800, 257803, 257804, 257850, 257851, 257853, 257855, 257936, 257937, 257939, 257957, 257960, 257963, 257979, 257986, 257989, 257992, 258003, 258008, 258012, 258014, 258017, 258019, 258039, 258041, 258042, 258045, 258049, 258053, 258059, 258060, 258062, 258063, 258107, 258108, 258109, 258113, 258114, 258117, 258178, 258197, 258198, 258202, 258203, 258204, 258256, 258257, 258258, 258270, 258271, 258273, 258274, 258278, 258299, 258301, 258302, 258303, 258306, 258307, 258332, 258336, 258359, 258387, 258391, 258393, 258426, 258452, 258454, 258456, 258477, 258499, 258537, 258962, 258964, 259088, 259090, 259091, 259096, 259099, 259117, 259118, 259162, 259164, 259204, 259257, 259261, 259263, 259264, 259269, 259270, 259271, 259272, 259273, 259274, 259302, 259303, 259305, 259307, 259334, 259336, 259339, 259340, 259341, 259342, 259378, 259382, 259388, 259389, 259394, 259395, 259396, 259473, 259477, 259747, 259748, 259750, 259751, 259752, 259756, 259781, 259788, 259789, 259822, 259841, 259842, 259860, 259866, 259867, 259868, 259888;- Nuclei Box for GEANT4 interaction studies, elastic_low, 2016 periods;;PWGLF;;;;;;;;;
LHC20e2b_upper;ALIROOT-8442;LHC17r;pass1;p-p;13000.0;282704;- Nuclei Box for GEANT4 interaction studies, upper cross-section, 2017 periods;;PWGLF;;;;;;;;;
LHC20e2b_elastic_up;ALIROOT-8442;, LHC17r;pass1;p-p;13000.0;270581, 270661, 270663, 270665, 270667, 270822, 270824, 270827, 270828, 270830, 270854, 270855, 270856, 270861, 270865, 271870, 271871, 271873, 271874, 271880, 271886, 272018, 272020, 272036, 272038, 272039, 272040, 272042, 272076, 272100, 272101, 272123, 272151, 272152, 272153, 272154, 272155, 272156, 272194, 272335, 272340, 272359, 272360, 272388, 272389, 272394, 272395, 272399, 272400, 272411, 272413, 272461, 272462, 272463, 272466, 272468, 272521, 272574, 272575, 272577, 272585, 272607, 272608, 272610, 272620, 272690, 272691, 272712, 272747, 272749, 272760, 272763, 272764, 272782, 272783, 272784, 272828, 272829, 272833, 272834, 272836, 272870, 272871, 272873, 272880, 272903, 272905, 272932, 272933, 272934, 272935, 272939, 272947, 272949, 272976, 272983, 272985, 273009, 273010, 273077, 273099, 273100, 273103, 273591, 273592, 273593, 273653, 273654, 273824, 273825, 273885, 273886, 273887, 273889, 273918, 273942, 273943, 273946, 273985, 273986, 274058, 274092, 274094, 274125, 274147, 274148, 274174, 274212, 274232, 274258, 274259, 274263, 274264, 274266, 274268, 274269, 274270, 274271, 274276, 274278, 274280, 274281, 274283, 274329, 274352, 274360, 274363, 274364, 274385, 274386, 274387, 274388, 274389, 274390, 274442, 274593, 274594, 274595, 274596, 274601, 274653, 274657, 274667, 274669, 274671, 274690, 274708, 274801, 274802, 274803, 274806, 274815, 274821, 274822, 274877, 274878, 274882, 274886, 274978, 274979, 275067, 275068, 275073, 275075, 275076, 275149, 275150, 275151, 275173, 275174, 275177, 275180, 275184, 275188, 275239, 275245, 275246, 275247, 275283, 275314, 275322, 275324, 275326, 275328, 275332, 275333, 275360, 275361, 275369, 275372, 275401, 275404, 275406, 275443, 275448, 275452, 275453, 275456, 275457, 275459, 275467, 275471, 275472, 275515, 275558, 275559, 275612, 275617, 275621, 275622, 275623, 275624, 275647, 275648, 275650, 275661, 275664, 275847, 276097, 276098, 276099, 276102, 276104, 276135, 276140, 276145, 276166, 276169, 276170, 276177, 276178, 276205, 276230, 276257, 276259, 276290, 276292, 276294, 276297, 276302, 276348, 276351, 276435, 276437, 276438, 276439, 276462, 276506, 276507, 276508, 276551, 276552, 276553, 276556, 276557, 276608, 276644, 276670, 276671, 276672, 276674, 276675, 276762, 276916, 276917, 276920, 276967, 276969, 276970, 276971, 276972, 277015, 277016, 277017, 277037, 277073, 277076, 277079, 277082, 277087, 277091, 277117, 277121, 277155, 277180, 277181, 277182, 277183, 277184, 277188, 277189, 277193, 277194, 277196, 277197, 277256, 277257, 277262, 277293, 277310, 277312, 277314, 277360, 277383, 277384, 277385, 277386, 277389, 277416, 277417, 277418, 277472, 277473, 277476, 277477, 277478, 277479, 277530, 277531, 277534, 277536, 277537, 277574, 277575, 277576, 277577, 277721, 277722, 277723, 277725, 277745, 277746, 277747, 277749, 277794, 277795, 277799, 277800, 277801, 277802, 277805, 277834, 277836, 277841, 277842, 277845, 277847, 277848, 277870, 277876, 277897, 277898, 277899, 277900, 277903, 277904, 277907, 277930, 277952, 277987, 277989, 277991, 277996, 278121, 278122, 278123, 278126, 278127, 278158, 278164, 278165, 278166, 278167, 278189, 278191, 278215, 278216, 278914, 278915, 278936, 278939, 278941, 278959, 278960, 278963, 278964, 278999, 279000, 279005, 279007, 279008, 279035, 279036, 279041, 279043, 279044, 279068, 279069, 279073, 279074, 279075, 279106, 279107, 279117, 279118, 279122, 279123, 279130, 279155, 279157, 279199, 279201, 279207, 279208, 279232, 279234, 279235, 279238, 279242, 279264, 279265, 279267, 279268, 279270, 279273, 279274, 279309, 279310, 279312, 279342, 279344, 279348, 279349, 279354, 279355, 279391, 279410, 279435, 279439, 279441, 279483, 279487, 279488, 279491, 279550, 279559, 279630, 279632, 279641, 279642, 279676, 279677, 279679, 279682, 279683, 279684, 279687, 279688, 279689, 279715, 279718, 279719, 279747, 279749, 279773, 279826, 279827, 279830, 279853, 279854, 279855, 279879, 280051, 280052, 280066, 280107, 280108, 280111, 280114, 280118, 280126, 280131, 280134, 280135, 280140, 280282, 280284, 280285, 280286, 280290, 280310, 280312, 280348, 280349, 280350, 280351, 280374, 280375, 280403, 280405, 280406, 280412, 280415, 280419, 280443, 280445, 280446, 280447, 280448, 280490, 280499, 280518, 280519, 280546, 280547, 280550, 280551, 280574, 280581, 280583, 280613, 280634, 280636, 280637, 280639, 280645, 280647, 280671, 280679, 280681, 280705, 280706, 280729, 280753, 280754, 280755, 280756, 280757, 280761, 280762, 280763, 280764, 280765, 280766, 280767, 280768, 280786, 280787, 280792, 280793, 280842, 280844, 280847, 280848, 280849, 280854, 280856, 280880, 280897, 280936, 280940, 280943, 280947, 280990, 280994, 280996, 280997, 280998, 280999, 281032, 281033, 281035, 281036, 281060, 281061, 281062, 281080, 281081, 281179, 281180, 281181, 281189, 281190, 281191, 281212, 281213, 281240, 281241, 281242, 281243, 281244, 281271, 281273, 281275, 281277, 281301, 281321, 281415, 281441, 281443, 281444, 281446, 281449, 281450, 281475, 281477, 281509, 281511, 281557, 281562, 281563, 281568, 281569, 281574, 281583, 281592, 281633, 281892, 281893, 281894, 281895, 281915, 281916, 281918, 281920, 281928, 281931, 281932, 281939, 281940, 281953, 281956, 281961, 282528, 282544, 282545, 282546, 282573, 282575, 282579, 282580, 282606, 282607, 282608, 282609, 282618, 282620, 282622, 282629, 282651, 282666, 282667, 282670, 282671, 282673, 282676, 282677, 282700, 282702, 282703, 282704;- Nuclei Box for GEANT4 interaction studies, elastic_up, 2017 periods;;PWGLF;;;;;;;;;
